"Course Code","Course Title","Course Length","Description","Credits Attempted","Department"
"6100","Algebra II with Trigonometry","1","This is a year-long course designed to develop the analytical skills of every student. Mathematics is viewed as a language revolving around logical thought. Mastering mathematical skills is learning the language. Applying the skills to set up and solve mathematical models that describe physical situations is an effort in creative as well as analytical thinking. During the course students learn to use the graphing calculator as a helpful tool to assist them in problem solving. Topics of study include the field properties of the real numbers, coordinate geometry, functions, systems of linear inequalities, determinants, exponents, factoring, simplifying algebraic expressions, solving polynomial and fractional equations, arithmetic sequences and series, geometric sequences and series (finite and infinite), simplifying expressions involving radicals, solving equations involving radicals and an introduction to the set of complex numbers, completing the square, the quadratic formula, zeros of polynomial functions, the Fundamental Theorem of Algebra, direct variations, inverse variations, joint variations, combined variations, quadratic systems, exponential functions, logarithmic functions, the Binomial Theorem, and a thorough look at trigonometry - the six trigonometric functions and their graphs, special values of trigonometric functions, deriving and proving trigonometric identities, the law of cosines, the law of sines, inverse trigonometric functions, solving trigonometric equations, applications of trigonometry, and graphical transformations of all functions studied.","1","Mathematics"
"6130","AP Statistics","1","This course is a non-calculus based introduction to statistics which exposes students to four broad themes: exploratory data analysis&mdash;observing patterns and departures from patterns; experimental design&mdash;deciding what and how to measure; pattern anticipation&mdash;introducing probability and simulation; and statistical inference&mdash;selecting and confirming appropriate models. Emphasis is placed on working with data and statistical reasoning to make conclusions about data. Students are prepared to take the AP Statistics exam.","1","Mathematics"
"6140","Calculus","1","","1","Mathematics"
"6201","AP Computer Science - JHCTY","1","","1","Mathematics"
"6301","Complex Variables IS","1","","1","Mathematics"
"8000","8th grade PE","1","","1","Physical Education"
"8010","10th Grade PE","1","","1","Physical Education"
"8020","11th Grade PE","1","","1","Physical Education"
"80401","Wellness and Fitness","1","Ninth-grade students take the Wellness and Fitness course in the fall and either take PE or play a sport in the spring Indian Springs recognizes the need for physical exercise and the development of healthy attitudes and life-long habits. Students choose from a variety of sports and recreational activities that fit their interests and skills to fulfill their PE requirement.","1","Athletics"
"8060","WellFit/PE","1","","1","Physical Education"
"2000","Science 8","1","This year-long course includes the introductory study of environmental science, ecology, earth and physical science. Students examine regional and global environmental issues, investigate the causes of environmental problems and formulate solutions to resolve such problems. The diverse collection of natural habitats on campus is used for ecologic and geologic field studies. Students are also engaged in physical science labs to strengthen their understanding of the nature of science and scientific thought. The goal of this class is to prepare students for the high school science curriculum.","1","Science"
"2010","Biology","1","Cells are introduced as the structural and functional units of life, followed by an overview of the various kingdoms with emphasis on patterns in life histories, special adaptations, basic life processes, and sources of variation, with ecological and evolutionary implications.  In the spring, students study plant physiology, reproduction, and growth.  Additional topics include human anatomy, physiology, and modern genetics.","1","Science"
"2040","AP Biology","1","This year-long course explores the major themes and concepts of biology. Students acquire greater expertise in techniques and principles of lab investigations, all of which prepare students for the AP Biology exam. Biology is a prerequisite for this course.","1","Science"
"2060","Experimental Procedures in Microbiology","1","","1","Science"
"2061","Canine Behavior & Physiology IS","1","","1","Science"
"2120","Chemistry","1","This year-long course introduces students to the basic concepts related to the chemical properties of matter.  Students conduct laboratory experiments to enhance their knowledge of lab safety and chemical reactions and to practice lab report development and presentation.  They learn chemical formula and equation writing, stoichiometric calculations, gas laws, bonding, kinetic molecular theory, and thermochemistry and receive an introduction to nuclear and organic chemistry.","1","Science"
"2140","AP Chemistry","1","This course focuses on advanced studies in thermochemistry, oxidation-reduction reactions, equilibrium, reaction rates, electrochemistry, and kinetic molecular theory from the experimental and lab development perspectives. Students are prepared to take the AP Chemistry exam. Chemistry is a prerequisite for this course.","1","Science"
"2330","AP Physics B","1","This year-long course is designed to give students an introduction to the fundamental concepts of physics. The topics covered include mechanics, fluids, sound, optics, light, electricity and magnetism, velocity, and modern physics. Students are best prepared for this course if they have completed Algebra II, but students may be enrolled in Algebra II concurrently.","1","Science"
"2340","Physics","1","","1","Science"
"2350","AP Physics C","1","AP Physics C is a year-long, calculus-based course. The material covered includes mechanics, as well as electricity and magnetism. Students do a number of laboratory experiments to illustrate and reinforce the concepts. They are prepared to take the AP Physics C exam. Students must have completed or be enrolled in Calculus I.","1","Science"
"2410","AP Environmental Science","1","This course is a year-long interdisciplinary study of Earth&rsquo;s changing environment. Students focus on current environmental issues and the scientific knowledge necessary to analyze and understand these issues. The course emphasizes understanding how the atmosphere, hydrosphere, lithosphere, cryosphere, and biosphere function and how these spheres interact with human activities. Students design and conduct laboratory and field-based experiments and are prepared to take the AP Environmental Science exam.","1","Science"
"2520","Adv. Chemical Techniques - Ind. Study","1","","1","Science"
"2530","Exercise Science","1","","1","Science"
"2850","Robotics","1","","1","Science"
"1040","Adv. Photo Ind. Study","1","","1","Arts"
"1601","Explorative Drawing & Mixed Media IS","1","","1","Arts"
"1608","Portfolio Development - 2D Design FY","1","","1","Arts"
"1800","Art 8","1","","1","Arts"
"1990","AP Studio Art - F","1","","0.5","Arts"
"7040","Music Ensemble Performance - F","1","In this yearlong course, students undertake the study and performance of selected classical works for ensembles of two or more musicians. The course consists of at least one weekly coaching session with the instructor, two required practice sessions, and one weekly musicianship class. Students enrolled in the course are required to study a minimum of four musical works and are expected to perform in at least three concerts. Students may choose to take this course for credit.","0.5","Arts"
"7301","Advanced Music Theory","1","","1","Arts"
"1616","Animation Illustration IS - F","1","","0.5","Arts"
"1617","Hand Drawn Animation IS - F","1","","0.5","Arts"
"1618","Pottery IS-F","1","","0.5","Arts"
"6411","Demography IS - F","1","","0.5","Mathematics"
"6412","Mathematics & Magic IS - F","1","","0.5","Mathematics"
"6413","Tensegrity Structures IS - F","1","","0.5","Mathematics"
"2062","Special Topics in Image Analysis - IS","1","","0.5","Science"
"1620","Exploring with Different Mediums IS","1","","0.5","Arts"
"1619","Photography of Social Issues - IS","1","","0.5","Arts"
"3270","Challenging Literature - S","1","","0.5","English"
"3760","Modern African-American Voices - F","1","","0.5","English"
"3761","Mod. & Cont. AA Voices - S","1","","0.5","English"
"3770","The Writing Life - S","1","","0.5","English"
"4233","US Issues - S","1","","0.5","History"
"9100","Intro to Computer Programming - F","1","","0.5","Computer Science"
"9200","Intro  to Computer Programming - S","1","","0.5","Computer Science"
"7575","Clear Touch","1","Clear Touch Interactive Info and Videos","","Administration"
"7575","Clear Touch","1","Clear Touch Interactive Info and Videos","","Staff"
"7575","Clear Touch","1","Clear Touch Interactive Info and Videos","","Technology"
"7575","Clear Touch","1","Clear Touch Interactive Info and Videos","","Computer Science"
"4400","Social, Political, and Economic Impact of Breastfeeding - IS","1","","0.5","History"
"4401","Historical Foundations of US Government - IS","1","","1","History"
"4402","American Political Philosophy: Founders and Origins - IS","1","","0.5","History"
"4403","The Russian Revolution - IS","1","","1","History"
"2500","Corvidology Study - IS","1","","1","Science"
"5400","American Sign Language - IS","1","","1","Languages"
"3500","Exploring Contemporary Female Poetry - IS","1","","0.5","English"
"9602","Introduction to HTML and Web Design - IS","1","","0.5","Computer Science"
"9602","Advandced Topics in Computer Science-IS","1","","0.5","Computer Science"
"4404","The Impact of the Washington Concensus on the Post-2007 World Economies - IS","1","","0.5","History"
"3501","Visuals and Literature","1","","0.5","English"
"7701","Advanced Topics in Music Theory","1","","0.5","Arts"
"1770","Audition Preparation - S","1","","0.5","Arts"
"1400","School Play Production - S","1","","0.5","Arts"
"2021","Sustainable Development - S","1","","0.5","Science"
"2720","Oceanography/Marine Science - F","1","","0.5","Science"
"3780","Personal Essay: Finding Your Voice- F","1","","0.5","English"
"3790","Advanced Fiction I","1","","0.5","English"
"3791","Advanced Fiction II","1","","0.5","English"
"3810","Wilderness Literature","1","","0.5","English"
"4520","Diplomatic History","1","","0.5","History"
"4530","Philosophy","1","","0.5","History"
"5360","Advanced Topics in Chinese Language Arts","1","","1","Languages"
"6011","Algebra I","1","","1","Mathematics"
"6021","Geometry","1","","1","Mathematics"
"6031","Algebra II w/ Trigonometry","1","","1","Mathematics"
"7060","Choral Literature - S","1","","0.5","Arts"
"8100","Foundations of Kinesiology and Exercise Science - F","1","","0.5","Physical Education"
"9400","Robotics","1","","1","Computer Science"
"9500","AP Computer Science A","1","","1","Computer Science"
"6051","Pre-Calculus","1","","1","Mathematics"
"9300","Web Design","1","","0.5","Computer Science"
"1111","11th Grade College Advising","1","","","Administration"
"1212","12th Grade College Advising","1","","","Administration"
"2999","Science  Fair","1","","","Science"
"5401","Korean Language & Culture IS","1","","1","Languages"
"7300","20th Century Music Theory & Practice IS","1","","0.5","Arts"
"7220","Adv. Contemporary Music Ensemble - F","1","","0.5","Arts"
"3502","Introduction to Screenplay Writing - IS","1","","0.5","English"
"2604","Laboratory Skills and Techniques - IS","1","","0.5","Science"
"4405","State and Local Government - IS","1","","0.5","History"
"2605","History of Cosmology - IS","1","","1","Science"
"3503","Slave Narratives - IS","1","","0.5","English"
"6201","Statistical Analysis of Tennis - IS","1","","1","Mathematics"
"4406","American Folk Music of the 19th Century - IS","1","","0.5","History"
"2606","Introduction to Obstetrics - IS","1","","0.5","Science"
"2998","10th-12th Grade Science Fair","1","","","Science"
"1621","Introduction to Architecture- IS","1","","0.5","Arts"
"1622","Re-Creation through Fabric Arts- IS","1","","0.5","Arts"
"3504","Poetry Etc. -IS","1","","0.5","English"
"3505","Hueristics, Bias, and Judgement Under Uncertainty-IS","1","","0.5","English"
"3506","Intermediate Screenwriting-IS","1","","","English"
"2607","Introduction to Dementia-IS","1","","0.5","Science"
"2609","InStar Astronomy Research Seminar- IS","1","","0.5","Science"
"2610","Introduction to Physical Therapy-IS","1","","0.5","Science"
"9603","Discovering WordPress-IS","1","","0.5","Computer Science"
"9604","Exploring 3D Printing-IS","1","","0.5","Computer Science"
"2608","Ecology-IS","1","","0.5","Science"
"6203","Complex Analysis- IS","1","","0.5","Mathematics"
"1080","Yearbook Layout and Design - S","1","","0.5","Arts"
"1630","Illustration-S","1","","0.5","Arts"
"1640","Strength, Struggle, and Staying the Course","1","","0.5","English"
"1640","Strength, Struggle, and Staying the Course","1","","0.5","Arts"
"7230","Advanced Contemporary Ensemble - S","1","","0.5","Arts"
"3040","Advanced American Literature","1","","1","English"
"3060","Major Authors: Hemingway & Fitzgerald - F","1","","0.5","English"
"3070","Major Authors: Salinger and O'Connor - S","1","","0.5","English"
"3080","Comparative Literature I - F","1","","0.5","English"
"3090","Comparative Literature: Victorian Times - S","1","","0.5","English"
"3290","Digital Media - S","1","","0.5","English"
"3360","The Rhetoric of Trial Law - F","1","","0.5","English"
"3380","The Arthurian Tradition - S","1","","0.5","English"
"3390","Journalism - F","1","","0.5","English"
"4280","Constitution and American Government - F","1","","0.5","History"
"4290","Constitutional Law and Civil Rights - S","1","","0.5","History"
"4310","Tolstoy's War and Peace - S","1","","0.5","History"
"4340","Ethics and Contemporary Politics - F","1","","0.5","History"
"4350","Ethics and the Modern Economy - S","1","","0.5","History"
"5170","Intro to Ancient Greek","1","","1","Languages"
"5270","Adv Spanish Through Film and Literature - S","1","","0.5","Languages"
"5345","Chinese V","1","","1","Languages"
"6090","Numerical Analysis - F","1","","0.5","Mathematics"
"2360","Conceptual Physics","1","","1","Science"
"2730","Marine Science - F","1","","0.5","Science"
"9605","Engineering Solutions","1","","1","Computer Science"
"9606","Intro to Computer Networking - F","1","","0.5","Computer Science"
"9607","Intro to Linux/Unix - S","1","","0.5","Computer Science"
"9608","Algorithm Design - S","1","","0.5","Computer Science"
"","Advising","1","","","Advisory"
"9614","Website Training","1","","","Computer Science"
"","A Block","1","","","Administration"
"","A Block","1","","","Academic Support"
"","B Block","1","","","Administration"
"","B Block","1","","","Academic Support"
"","C Block","1","","","Administration"
"","C Block","1","","","Academic Support"
"","D Block","1","","","Administration"
"","D Block","1","","","Academic Support"
"","E Block","1","","","Administration"
"","E Block","1","","","Academic Support"
"","F Block","1","","","Administration"
"","G Block","1","","","Administration"
"","Flex","1","","","Administration"
"","5 K","1","","","Physical Education"
"","Fencing","1","","","Physical Education"
"","Fly Fishing","1","","","Physical Education"
"","Weight Training","1","","","Physical Education"
"","Yoga","1","","","Physical Education"
"9605","Teaching Assistant for Engineering Solutions","1","","1","Computer Science"
"3507","Education Philosophy and Contemporary Education Movements","1","","1","English"
"4408","Entrepreneurship in Emerging Economies","1","","0.5","History"
"4409","Comparative Civil Rights","1","","1","History"
"5403","Latin VI","1","","1","Languages"
"6204","Advanced Techniques in Mathematical Problem Solving","1","","1","Mathematics"
"6205","Abstract Algebra I and II","1","","1","Mathematics"
"6206","Introduction to Finance","1","","0.5","Mathematics"
"7303","Advanced Ear Training and Harmony Application","1","","1","Arts"
"8101","Equine Assisted Activities","1","","1","Physical Education"
"3820","Outlaws, Outcasts, and Castaways","1","","0.5","English"
"3830","American Dramatic Literature","1","","0.5","English"
"1640","Stage and Page","1","","0.5","English"
"1011","10th Grade College Advising","1","Resources on college and summer programs for 10th graders.","","Administration"
"5361","20th Century Music and Poetry in Latin and South America","1","","0.5","Languages"
"3506","Teaching Assistant for AP English Language & Composition- IS","1","","1","English"
"3505","A Literature Study into the Bible","1","","0.5","English"
"2611","Spring Water Power","1","","0.5","Science"
"4411","Commonality of Moral Thought","1","","0.5","History"
"4410","Constitutional Law and Civil Rights","1","","0.5","History"
"7305","Choral Conducting and Score Study","1","","0.5","Arts"
"7304","The Study of Forge making and Forging","1","","0.5","Arts"
"9609","Map Our Wifi","1","","0.5","Computer Science"
"9610","Dynamic Design in Fusion 360","1","","0.5","Computer Science"
"9609","Advanced Topics in Computer Science - S","1","","0.5","Computer Science"
"9310","Web Design - F","1","","0.5","Computer Science"
"6100","Numerical Mathematics - S","1","","0.5","Mathematics"
"6091","Discrete Mathematics - S","1","","0.5","Mathematics"
"5280","Advanced Spanish Linguistics - F","1","","0.5","Languages"
"4410","1950's and Film - S","1","","0.5","History"
"4390","Global Issues - S","1","","0.5","History"
"4380","Diplomatic History - F","1","","0.5","History"
"4370","Intellectual History II - S","1","","0.5","History"
"4360","Intellectual History I - F","1","","0.5","History"
"4050","American History","1","","1","History"
"4030","World History: 1500 - Present","1","","1","History"
"3850","Advanced Poetry - F","1","","0.5","English"
"3841","Protest Rhetoric - S","1","","0.5","English"
"3840","Protest Rhetoric I - F","1","","0.5","English"
"3761","Contemporary African-American Voices - S","1","","0.5","English"
"2860","Forensic Science - F","1","","","Science"
"4400","Historical Methods","1","","0.5","History"
"2870","Infectious Disease - S","1","","0.5","Science"
"3580","Fiction Workshop I - F","1","","0.5","English"
"3860","Major Authors: Austen & Bronte - F","1","","0.5","English"
"3861","Adaptation - S","1","","0.5","English"
"3880","Literature of the American South - S","1","","0.5","English"
"8110","Advanced Sports Medicine- S","1","","0.5","Physical Education"
"3890","Travel Writing - F","1","","0.5","English"
"3792","Literary Magazine","1","","0.5","English"
"1617","Power of Photography-IS-F","1","","0.5","Arts"
"1618","Beginning BW Photography-IS-F","1","","0.5","Arts"
"1619","Digital Painting-IS-F","1","","0.5","Arts"
"5500","A Comparison of The Aeneid and Metamorphoses -IS","1","","1","Languages"
"3601","Introduction to Filmmaking-IS-F","1","","0.5","English"
"3601","Novel Writing-IS-F","1","","0.5","English"
"6302","Elementary Number Theory-IS-S","1","","0.5","Mathematics"
"4720","Musical History and Public Perception-IS","1","","1","History"
"4721","The Modernity of Ancient Philosophy-IS","1","","1","History"
"4722","The Spanish Renaissance &  the Aftermath of the Reconquest-IS-S","1","","0.5","History"
"9620","Assembling a Programming Language-IS","1","","1","Computer Science"
"9621","Penetration Testing-IS","1","","1","Computer Science"
"2620","Phone Usage Habit Research Project-IS","1","","1","Science"
"2880","Genetics and Society- F","1","","0.5","Science"
"2890","Current Topics: Climate Change - S","1","","0.5","Science"
"3590","Fiction Workshop II - S","1","","0.5","English"
"3581","Fiction Workshop I - S","1","","0.5","English"
"3781","Personal Essay: Finding Your Voice - S","1","","0.5","English"
"3793","Literary Magazine II - S","1","","0.5","English"
"1530","Experimental Music - S","1","","0.5","Arts"
"5450","AP German Language and Culture - IS","1","","1","Languages"
"3891","Advanced Fiction- IS-S","1","","0.5","English"
"3892","TA for AP Language & Composition-IS-S","1","","0.5","Languages"
"2997","A Survey of Modern Physics-IS-S","1","","0.5","Science"
"4790","Entrepreneurship in Emerging Economies-IS-S","1","","0.5","History"
"6414","Stock Markert Analysis- IS-S","1","","0.5","Mathematics"
"1623","Jazz Harmony and Improvisation- IS-S","1","","0.5","Arts"
"1625","Playwriting- IS-S","1","","0.5","Arts"
"3892","Poetry/Short Story- IS-S","1","","0.5","English"
"3893","Introduction to Poetry Writing","1","","0.5","English"
"4723","Translating the Old Testament from Hebrew into Latin- IS","1","","0.5","History"
"1626","19th  & 20th Century Music History: Was of the Romantics- IS-S","1","","0.5","Arts"
"2621","Astrology- IS-S","1","","0.5","Science"
"1627","Contemporary Ensemble Teaching Assistant- IS","1","","1","Arts"
"9622","Introduction to Computer Aided Design- IS-S","1","","0.5","Computer Science"
"3893","Literary Magazine - Webmaster- ISS","1","","0.5","English"
"1631","A Conductor's Guide to BWV 71- IS-S","1","","0.5","Arts"
"5265","First Year Japanese- Part 1-IS","1","","1","Languages"
"1626","Social Media Internship - Photography - IS- S","1","","0.5","Arts"
"1626","Social Media Internship - Photography - IS- S","1","","0.5","Communications"
"1627","Independent Study in Digital Photography","1","","0.5","Arts"
"1061","Adobe Premier","1","","0.5","Arts"
"1760","School Musical Production - F","1","","0.5","Arts"
"1761","Playing Shakespeare - F","1","","0.5","Arts"
"1762","Directing and Stage Management - F","1","","0.5","Arts"
"1991","AP Studio Art - S","1","","0.5","Arts"
"3851","Advanced Poetry II - F","1","","0.5","English"
"3870","Literary Theory","1","","0.5","English"
"3871","Monsters, Devils, and Madmen","1","","0.5","English"
"4301","Advanced Topics in History: Protestant Reformation - F","1","","0.5","History"
"4302","Advanced Topics in History: Spanish Civil War - S","1","","0.5","History"
"4420","French Revolution - F","1","","0.5","History"
"4430","The Great Depression and Film","1","","0.5","History"
"7041","Music Ensemble Performance - S","1","","0.5","Arts"
"8061","WellFit - S","1","","0.5","Physical Education"
"8120","Foundations of Kinesiology and Exercise Science - S","1","","0.5","Physical Education"
"9610","Intro to Engineering - 3D Design","1","","0.5","Computer Science"
"9611","Intro to Engineering - Electronics - S","1","","0.5","Computer Science"
"9612","Intermediate Engineering - Fundamental Circuits - S","1","","0.5","Computer Science"
"9613","Stats/Big Data/AI","1","","0.5","Computer Science"
"7120","Choral Conducting/Schola","1","","0.5","Arts"
"9623","Introduction to CNC Milling - IS - F","1","","0.5","Computer Science"
"1641","Beyond the Fundamentals of Ceramics- IS-F","1","","0.5","Arts"
"1629","Illustration- IS","1","","1","Arts"
"6207","Abstract Algebra- IS-F","1","","0.5","Mathematics"
"5451","German I-IS","1","","1","Languages"
"5452","Japanese 2 Part 1 - IS","1","","1","Languages"
"3895","Salinger's Fiction and Eastern Philosophy-IS-S","1","","0.5","English"
"","21st Century American Stories- IS","1","","1","English"
"3896","Dangerous Rhetoric: The Subtle ""Art"" of Propaganda- IS-F","1","","1","English"
"4724","Adolescent Psychology - IS","1","","1","History"
"4725","The Nietzscean Era of Philosophy - IS - F","1","","0.5","History"
"4726","Fashion and its Relation to Women's Rights - IS - F","1","","0.5","History"
"4727","Modern Adaptations of Greek Mythology - IS - F","1","","0.5","History"
"5453","Japanese I - IS- F","1","","0.5","Languages"
"9624","Custom Solutions: Designing Hardware and Software - IS","1","","1","Computer Science"
"9625","Swift and iOS Development - IS - F","1","","0.5","Computer Science"
"1642","Teaching Assistant: Layout/Digital Photo - F IS","1","","0.5","Arts"
"1643","Advanced Concepts in Recording Arts - IS - F","1","","0.5","Arts"
"1644","Advanced Photography - IS","1","","1","Arts"
"1645","Fundamental Music Theory - IS - F","1","","0.5","Arts"
"1646","Musical Engineering - IS - F","1","","0.5","Arts"
"1650","Exploring the Medium: Acrylic Painting- IS-S","1","","0.5","Arts"
"1644","Senior Portfolio- IS-S","1","","0.5","Arts"
"5454","Japanese History- IS-S","1","","0.5","Languages"
"1651","Principles of Ceramics-IS-S","1","","0.5","Arts"
"9626","Introduction to CNC Milling - IS - S","1","","0.5","Computer Science"
"9627","Intermediate Python - IS - S","1","","0.5","Computer Science"
"1062","Adobe Platforms","1","","0.5","Arts"
"140","Advanced Algebra I","2","","1","Mathematics"
"340","Advanced Algebra II w/ Trigonometry","2","","1","Mathematics"
"240","Advanced Geometry","2","","1","Mathematics"
"440","Advanced Precalculus","2","","1","Mathematics"
"120","Algebra I","2","","1","Mathematics"
"320","Algebra II w/ Trigonometry","2","","1","Mathematics"
"560","AP Calculus BC","2","","1","Mathematics"
"550","AP Statistics","2","","1","Mathematics"
"520","Calculus","2","","1","Mathematics"
"640","Differential Equations","1","","0.5","Mathematics"
"643","Discrete & Combinatorial Math","1","","0.5","Mathematics"
"100","Foundations in Algebra and Geometry","2","","1","Mathematics"
"220","Geometry","2","","1","Mathematics"
"644","Linear Algebra","1","","0.5","Mathematics"
"647","Multivariable Calculus","1","","0.5","Mathematics"
"420","Precalculus","2","","1","Mathematics"
"622","Anatomy & Physiology I","1","","0.5","Science"
"625","Anatomy & Physiology II","1","","0.5","Science"
"620","AP Biology","2","","1","Science"
"640","AP Chemistry","2","","1","Science"
"621","AP Environmental Science","2","","1","Science"
"660","AP Physics C","2","","1","Science"
"220","Biology","2","","1","Science"
"340","Chemistry","2","","1","Science"
"450","Conceptual Physics","2","","1","Science"
"460","Physics","2","","1","Science"
"100","Science 8","2","","1","Science"
"600","AP United States History","2","","1","History"
"200","Drawing and Design","1","","0.5","Arts"
"201","Drawing and Design","1","","0.5","Arts"
"220","Sculpture","1","","0.5","Arts"
"221","Sculpture","1","","0.5","Arts"
"240","Acting I","1","","0.5","Arts"
"243","Acting II","1","","0.5","Arts"
"460","Advanced Contemporary Music Ensemble","1","","0.5","Arts"
"461","Advanced Contemporary Music Ensemble","1","","0.5","Arts"
"601","Advanced Methods in Drawing","1","","0.5","Arts"
"621","Advanced Methods in Sculpture","1","","0.5","Arts"
"871","AP Music Theory","1","","0.5","Arts"
"801","AP Studio Art","1","","0.5","Arts"
"400","Art History","1","","0.5","Arts"
"360","Contemporary Music Ensemble","1","","0.5","Arts"
"361","Contemporary Music Ensemble","1","","0.5","Arts"
"640","Directing and Stage Management","1","","0.5","Arts"
"360","Contemporary Music Ensemble","1","","0.5","Arts"
"361","Contemporary Music Ensemble","1","","0.5","Arts"
"560","Experimental Music","1","","0.5","Arts"
"561","Experimental Music","1","","0.5","Arts"
"270","Introduction to Music Theory","1","","0.5","Arts"
"470","Music History","1","","0.5","Arts"
"970","Musical Ensemble Performance","2","","1","Arts"
"841","Musical Theater","1","","0.5","Arts"
"210","Digital Photography","1","","0.5","Arts"
"211","Digital Photography","1","","0.5","Arts"
"410","Advanced Methods in Photography","1","","0.5","Arts"
"411","Advanced Methods in Photography","1","","0.5","Arts"
"860","Recording Arts","1","","0.5","Arts"
"861","Recording Arts","1","","0.5","Arts"
"611","Yearbook Design and Layout","1","","0.5","Arts"
"840","Theatrical Design & Stagecraft","1","","0.5","Arts"
"510","Adobe Photoshop I","1","","0.5","Arts"
"511","Adobe Photoshop I","1","","0.5","Arts"
"873","Wright Elective","1","","0.5","Arts"
"100","Art 8","1","","0.5","Arts"
"101","Art 8","1","","0.5","Arts"
"801","Advanced Topics in Computer Science","1","","0.5","Computer Science"
"600","AP Computer Science A","2","","1","Computer Science"
"201","Intro to Computer Programming","1","","0.5","Computer Science"
"200","Intro to Computer Programming","1","","0.5","Computer Science"
"400","Intro to Engineering - 3D Design","1","","0.5","Computer Science"
"421","Intro to Engineering - Electronics","1","","0.5","Computer Science"
"240","Web Design","1","","0.5","Computer Science"
"871","Adaptation","1","","0.5","English"
"810","Advanced Poetry","1","","0.5","English"
"600","AP English Language and Composition","2","","1","English"
"830","Major Authors: Hemingway & Fitzgerald","1","","0.5","English"
"970","Contemporary African-American Voices","1","","0.5","English"
"400","Critical Reading & Analytical Writing","2","","1","English"
"100","English 8","2","","1","English"
"200","English 9","2","","1","English"
"850","The Art of the Personal Narrative","1","","0.5","English"
"853","Literary Theory and Analysis","1","","0.5","English"
"851","Literary Analysis","1","","0.5","English"
"831","Major Authors: Salinger & O'Connor","1","","0.5","English"
"833","Comparative Literature: Victorian Times","1","","0.5","English"
"875","Modern African-American Voices","1","","0.5","English"
"876","Monsters, Devils, and Madmen","1","","0.5","English"
"879","Strength, Struggle, and Staying the Course","1","","0.5","English"
"874","Crime Fiction","1","","0.5","English"
"873","The Graphic Novel","1","","0.5","English"
"830","AP French Language & Culture","2","","1","Languages"
"870","AP Spanish Language & Culture","2","","1","Languages"
"110","Chinese I","2","","1","Languages"
"210","Chinese II","2","","1","Languages"
"410","Chinese III","2","","1","Languages"
"610","Chinese IV","2","","1","Languages"
"710","Chinese V","2","","1","Languages"
"130","French I","2","","1","Languages"
"230","French II","2","","1","Languages"
"430","French III","2","","1","Languages"
"630","French IV","2","","1","Languages"
"690","Intro to Ancient Greek","2","","1","Languages"
"150","Latin I","2","","1","Languages"
"250","Latin II","2","","1","Languages"
"450","Latin III","2","","1","Languages"
"650","Latin IV","2","","1","Languages"
"170","Spanish I","2","","1","Languages"
"270","Spanish II","2","","1","Languages"
"470","Spanish III","2","","1","Languages"
"670","Spanish IV","2","","1","Languages"
"100","8th Grade PE","2","","1","Physical Education"
"201","9th Grade PE","1","","0.5","Physical Education"
"200","Well/Fit","1","","0.5","Physical Education"
"600","Foundation of Sports Medicine and Safety","1","","0.5","Physical Education"
"500","Injury Prevention & Weight Training","1","","0.5","Physical Education"
"501","Injury Prevention & Weight Training","1","","0.5","Physical Education"
"603","Sports Medicine","1","","0.5","Physical Education"
"300","10th Grade PE","2","","1","Physical Education"
"400","11th Grade PE","2","","1","Physical Education"
"850","AP Latin","2","","1","Languages"
"930","French VI","2","","1","Languages"
"871","1950s and Film","1","","0.5","History"
"400","AP European History","2","","1","History"
"850","American Government","1","","0.5","History"
"860","Constitutional Law and Civil Rights","1","","0.5","History"
"861","Constitutional Law and Civil Rights","1","","0.5","History"
"100","8th Grade Social Studies","2","","1","History"
"880","Historical Methods","1","","0.5","History"
"200","World History: To 1500","2","","1","History"
"840","Religious Literacy","1","","0.5","History"
"843","History of American Democracy","1","","0.5","History"
"800","World War II (The US Experience)","1","","0.5","History"
"811","History of China: 1644 to Present","1","","0.5","History"
"820","Advanced Topics in History:  The European Enlightenment","1","","0.5","History"
"803","Advanced Topics in History: World War II (The Global Experience)","1","","0.5","History"
"891","Talking and Listening:  One Small Step","1","","0.5","History"
"720","Sustainable Development","1","","0.5","Science"
"741","Organic Chemistry","1","","0.5","Science"
"722","Forensics","1","","0.5","Science"
"723","Forensics","1","","0.5","Science"
"724","Infectious Disease","1","","0.5","Science"
"725","Infectious Disease","1","","0.5","Science"
"726","Nutrition & Metabolism","1","","0.5","Science"
"729","Molecular Genetics","1","","0.5","Science"
"4728","Imperial Japan- IS-S","1","","0.5","History"
"040","Lunch (Fall)","1","","0","Dining Hall"
"041","Lunch (Spring)","1","","0","Dining Hall"
"050","Choir","1","","","Student Life"
"001","HyFlex","2","","","Academic Support"
"","11th Grade College Advising","2","","0","Academic Support"
"","12th Grade College Advising","2","","","Academic Support"
"002","Test Course (Fall)","1","","0.5","Academic Support"
"003","Test Course (Spring)","1","","0.5","Academic Support"
"004","Test Course (Year)","2","","1","Academic Support"
"001","Advisory","2","","0","Academic Support"
"402","European History","2","","1","History"
"100","Advisory","2","","0","Advisory"
"","M1","1","","","Academic Support"
"","M2","1","","","Academic Support"
"","M3","1","","","Academic Support"
"008","8th Grade Tests","2","","0","Academic Support"
"009","9th Grade Tests","2","","0","Academic Support"
"010","10th Grade Tests","2","","0","Academic Support"
"011","11th Grade Tests","2","","0","Academic Support"
"012","12th Grade Tests","2","","0","Academic Support"
"777","Remote-Learning Coordination","2","","0","Academic Support"
